,Trade Name,Generic/Proper Name(s),Active Ingredient(s),Cardiotoxicity,Label Section ,DICT _ Concern,Keywords,DIC Severity Level,split
1108,Dicloxacillin Sodium,DICLOXACILLIN SODIUM,DICLOXACILLIN SODIUM,,sp,ambiguous,patients with cardiospasm,moderate,train
1109,Progesterone,PROGESTERONE,PROGESTERONE,Heart Damage,bw,most, myocardial infarction,severe,train
1110,Raloxifene Hydrochloride,RALOXIFENE HYDROCHLORIDE,RALOXIFENE HYDROCHLORIDE,,sp,ambiguous,"death due to stroke women
with documented coronary heart disease",severe,train
1111,Ketorolac Tromethamine,KETOROLAC TROMETHAMINE,KETOROLAC TROMETHAMINE,Heart Damage,bw,most, myocardial infarction,severe,test
1112,Fenofibric acid,FENOFIBRIC ACID,CHOLINE FENOFIBRATE,,no,no,coronary heart disease( not been established),,test
1113,Ciprofloxacin,CIPROFLOXACIN,CIPROFLOXACIN HYDROCHLORIDE,Arrhythmia,wp,most,prolongation of the QT interval,moderate,train
1114,Zidovudine,ZIDOVUDINE,ZIDOVUDINE,Mixed,ar,less,ECG abnormality/ left ventricular dilation,severe,test
1115,METHYLPHENIDATE HYDROCHLORIDE,METHYLPHENIDATE HYDROCHLORIDE,METHYLPHENIDATE HYDROCHLORIDE,Mixed,wp,most,myocardial infarction/Heart Rate Increases,severe,train
1116,Cholestyramine,CHOLESTYRAMINE,Cholestyramine,,no,no,,,train
1117,Ondansetron,ONDANSETRON,ONDANSETRON,Mixed,wp,most,Myocardial ischemia/QT interval prolongation ,severe,test
1118,Oseltamivir phosphate,OSELTAMIVIR PHOSPHATE,OSELTAMIVIR PHOSPHATE,Arrhythmia,ar,less,Arrhythmia,mild,test
1119,Entacapone,ENTACAPONE,ENTACAPONE,,sp,ambiguous,"Ventricular tachycardia  in an
interaction study ",moderate,train
1120,Ribavirin,RIBAVIRIN,RIBAVIRIN,,sp,ambiguous," myocardial infarctions in patients with anemia
caused  by ribavirin",severe,test
1121,Vecamyl,MECAMYLAMINE HYDROCHLORIDE,MECAMYLAMINE HYDROCHLORIDE,Heart Damage,ar,less, postural hypotension,mild,train
1122,Lanthanum carbonate,LANTHANUM CARBONATE,LANTHANUM CARBONATE,,no,no,,,train
1123,Atorvastatin calcium,ATORVASTATIN CALCIUM,ATORVASTATIN CALCIUM TRIHYDRATE,,no,no,,,test
1124,Zonisamide,ZONISAMIDE,ZONISAMIDE,Mixed,ar,less,tachycardia/ heart failure,mild,test
1125,Levetiracetam,LEVETIRACETAM,LEVETIRACETAM,Heart Damage,ar,less,increased diastolic blood pressure,mild,test
1126,Protriptyline hydrochloride,PROTRIPTYLINE HYDROCHLORIDE,PROTRIPTYLINE HYDROCHLORIDE,Mixed,ar,less,tachycardia/hypotension,mild,test
1127,BENZPHETAMINE HYDROCHLORIDE,BENZPHETAMINE HYDROCHLORIDE,BENZPHETAMINE HYDROCHLORIDE,Mixed,ar,less,tachycardia/elevated blood pressure,severe,test
1128,Nateglinide,NATEGLINIDE,NATEGLINIDE,,no,no,,,test
1129,Phenytek,EXTENDED PHENYTOIN SODIUM; PHENYTOIN SODIUM,PHENYTOIN SODIUM,Arrhythmia,wp,most,cardiac arrest ,severe,test
1130,Rosuvastatin,ROSUVASTATIN,ROSUVASTATIN,,no,no,,,train
1131,Eletriptan Hydrobromide,ELETRIPTAN HYDROBROMIDE,ELETRIPTAN HYDROBROMIDE MONOHYDRATE,Mixed,wp,most,myocardial infarction/ventricular tachycardia,severe,test
1132,Sulfasalazine,SULFASALAZINE,SULFASALAZINE,Heart Damage,ar,less,myocarditis,severe,train
1133,DOXEPIN HYDROCHLORIDE,DOXEPIN HYDROCHLORIDE,DOXEPIN HYDROCHLORIDE,Mixed,ar,less,tachycardia/hypertension  ,mild,train
1134,Losartan Potassium,LOSARTAN POTASSIUM,LOSARTAN POTASSIUM,Arrhythmia,ar,less,Palpitations,mild,test
1135,Donepezil Hydrochloride,DONEPEZIL HYDROCHLORIDE,DONEPEZIL HYDROCHLORIDE,Arrhythmia,wp,less,bradycardia or heart block,mild,train
1136,Pravastatin Sodium,PRAVASTATIN SODIUM,PRAVASTATIN SODIUM,Heart Damage,ar,less ,Angina Pectoris,moderate,train
1137,Sildenafil,SILDENAFIL,SILDENAFIL,Heart Damage,wp,less,Hypotension,mild,train
1138,Rabeprazole sodium,RABEPRAZOLE SODIUM,RABEPRAZOLE SODIUM,,CLINICAL PHARMACOLOGY,no,no systemic effects ,,test
1139,Methotrexate Sodium,METHOTREXATE SODIUM,METHOTREXATE SODIUM,Heart Damage,ar,less,pericarditis,severe,test
1140,PAROXETINE,PAROXETINE HYDROCHLORIDE,PAROXETINE HYDROCHLORIDE ANHYDROUS,Mixed,ar,less,myocardial infarct/tachycardia,mild,test
1141,Pramipexole Dihydrochloride,PRAMIPEXOLE DIHYDROCHLORIDE,PRAMIPEXOLE DIHYDROCHLORIDE,Heart Damage,wp,less,hypotension,mild,train
1142,Ursodiol,URSOSIOL,URSADIOL,,no,no,,,train
1143,MENEST,ESTERIFIED ESTROGENS,"ESTROGENS, ESTERIFIED",Heart Damage,bw,most,myocardial infarction,severe,test
1144,Estazolam,ESTAZOLAM,ESTAZOLAM,Arrhythmia,ar,less,palpitation,mild,train
1145,esomeprazole magnesium,ESOMEPRAZOLE MAGNESIUM,ESOMEPRAZOLE MAGNESIUM DIHYDRATE,Mixed,ar,less,tachycardia/hypertension,mild,test
1146,Mefenamic Acid,MEFENAMIC ACID,MEFENAMIC ACID,Heart Damage,bw,most,fatal,severe,train
1147,Propafenone Hydrochloride,PROPAFENONE HYDROCHLORIDE,PROPAFENONE HYDROCHLORIDE,Mixed,bw,most,cardiac arrest/heart failure,severe,test
1148,CARBAMAZEPINE,CARBAMAZEPINE,CARBAMAZEPINE,Arrhythmia,wp,most,third-degree AV  block,moderate,test
1149,QUINAPRIL,QUINAPRIL,QUINAPRIL HYDROCHLORIDE,,sp,ambiguous,"myocardial infarction( patients with
CHF or hypertension)",severe,train
1150,Ultramicrosize Griseofulvin,ULTRAMICROSIZE GRISEOFULVIN,GRISEOFULVIN,,no,no,,,test
1151,Mifepristone,MIFEPRISTONE,MIFEPRISTONE,Mixed,ar,less,tachycardia/hypotension,mild,train
1152,Guanfacine Extended-Release,GUANFACINE,GUANFACINE,Mixed,wp,less,decreases in blood pressure/heart rate,mild,train
1153,Itraconazole,ITRACONAZOLE,ITRACONAZOLE,Mixed,ar,less,left ventricular failure/tachycardia,severe,train
1154,Anastrozole,ANASTROZOLE,ANASTROZOLE,Heart Damage,ar,less,angina pectoris ,moderate,test
1155,Cyproheptadine Hydrochloride,CYPROHEPTADINE HYDROCHLORIDE,CYPROHEPTADINE,Mixed,ar,less,tachycardia/Hypotension,mild,test
1156,Alendronate,ALENDRONATE SODIUM,ALENDRONATE SODIUM,,no,no,,,test
1157,CEFPODOXIME PROXETIL,CEFPODOXIME PROXETIL,CEFPODOXIME PROXETIL,Mixed,ar,less,congestive heart failure/palpitations,severe,test
1158,Lamivudine,LAMIVUDINE,LAMIVUDINE,,no,no,,,train
1159,Quetiapine Fumarate,QUETIAPINE FUMARATE,QUETIAPINE FUMARATE,Mixed,wp,less,tachycardia/hypotension ,mild,test
1160,FEXOFENADINE HYDROCHLORIDE,FEXOFENADINE HYDROCHLORIDE,FEXOFENADINE HYDROCHLORIDE,,no,no,,,train
1161,Clobazam,CLOBAZAM,CLOBAZAM,,CLINICAL PHARMACOLOGY,no, not prolong the QTc interval ,,test
1162,Etodolac,ETODOLAC,ETODOLAC,Heart Damage,bw,most,myocardial infarction,severe,train
1163,Clomipramine Hydrochloride,CLOMIPRAMINE HYDROCHLORIDE CAPSULES,CLOMIPRAMINE HYDROCHLORIDE,Arrhythmia,wp,less,modest tachycardia,mild,train
1164,Pyrazinamide,PYRAZINAMIDE,PYRAZINAMIDE,,no,no,,,train
1165,Zolmitriptan,ZOLMITRIPTAN,ZOLMITRIPTAN,Mixed,wp,most,acute myocardial infarction/Arrhythmias,severe,test
1166,Alosetron Hydrochloride,ALOSETRON HYDROCHLORIDE,ALOSETRON HYDROCHLORIDE,Mixed,ar,less,Tachyarrhythmias/increased blood pressure ,mild,test
1167,Deferiprone,DEFERIPRONE,DEFERIPRONE,Mixed,ar,less,cardiac failure/atrial fibrillation,severe,train
1168,Sodium Iodide I-131,SODIUM IODIDE I-131,SODIUM IODIDE I-131,Mixed,ar,less,chest pain/tachycardia,mild,train
1169,SODIUM IODIDE I 123,SODIUM IODIDE I 123,SODIUM IODIDE I-123,,no,no,,,test
1170,Demeclocycline Hydrochloride,DEMECLOCYCLINE HYDROCHLORIDE,DEMECLOCYCLINE HYDROCHLORIDE,,sp,ambiguous,pericarditis(Hypersensitivity reactions),severe,train
1171,Cefadroxil,CEFADROXIL,CEFADROXIL,,no,no,,,test
1172,Nefazodone Hydrochloride,NEFAZODONE HYDROCHLORIDE,NEFAZODONE HYDROCHLORIDE,Heart Damage,wp,less,decrease in blood pressure,mild,train
1173,spironolactone,SPIRONOLACTONE,SPIRONOLACTONE,Heart Damage,wp,less,hypotension,mild,train
1174,AMITRIPTYLINE HYDROCHLORIDE,AMITRIPTYLINE HYDROCHLORIDE,AMITRIPTYLINE HYDROCHLORIDE,Mixed,wp,most,Myocardial infarction/sinus tachycardia,severe,train
1175,Trimipramine Maleate,TRIMIPRAMINE MALEATE,TRIMIPRAMINE MALEATE,Mixed,ar,less, myocardial infarction/arrhythmias,severe,train
1176,Niacor,NIACIN,niacin,Mixed,ar,less,Atrial fibrillation/hypotension ,mild,train
1177,toremifene citrate,TOREMIFENE CITRATE,TOREMIFENE CITRATE,Arrhythmia,bw,most,QT PROLONGATION,moderate,train
1178,METHADONE HYDROCHLORIDE,METHADONE HYDROCHLORIDE,METHADONE HYDROCHLORIDE,Mixed,bw,most,QT interval prolongation/Hypotension,moderate,train
1179,Tolvaptan,TOLVAPTAN,TOLVAPTAN,Mixed,ar,less,Intracardiac thrombus/ventricular fibrillation,severe,test
1180,Carisoprodol,CARISOPRODOL,CARISOPRODOL,Mixed,ar,less,Tachycardia/postural hypotension,mild,train
1181,ziprasidone hydrochloride,ZIPRASIDONE HCL,ZIPRASIDONE HYDROCHLORIDE,Mixed,wp,most,QT Prolongation/Hypotension,moderate,train
1182,Buspirone Hydrochloride,BUSPIRONE HYDROCHLORIDE,BUSPIRONE HYDROCHLORIDE,Mixed,ar,less,tachycardia/cardiomyopathy,mild,test
1183,DESIPRAMINE HYDROCHLORIDE,DESIPRAMINE HYDROCHLORIDE,DESIPRAMINE HYDROCHLORIDE,Mixed,ar,less,myocardial infarction/arrhythmias,severe,train
1184,Balsalazide Disodium,BALSALAZIDE DISODIUM,BALSALAZIDE DISODIUM,Heart Damage,ar,less,myocarditis,severe,test
1185,Rifabutin,RIFABUTIN,RIFABUTIN,Arrhythmia,ar,less,non-specific T wave changes on electrocardiogram,mild,train
1186,Trandolapril,TRANDOLAPRIL,TRANDOLAPRIL,Heart Damage,wp,less,hypotension,mild,train
1187,Metaxalone,METAXALONE,METAXALONE,,no,no,,,train
1188,APREPITANT,APREPITANT,APREPITANT,Arrhythmia,ar,less,palpitations,mild,test
1189,CINACALCET,CINACALCET,CINACALCET HYDROCHLORIDE,Arrhythmia,wp,most,QT prolongation,moderate,train
1190,Triazolam,TRIAZOLAM,TRIAZOLAM,,no,no,,,test
1191,Pimozide,PIMOZIDE,PIMOZIDE,Arrhythmia,ar,less,Electrocardiographic changes,moderate,train
1192,Labetalol Hydrochloride,LABETALOL HYDROCHLORIDE,LABETALOL HYDROCHLORIDE,Heart Damage,wp,most,congestive heart failure,severe,test
1193,TROSPIUM CHLORIDE,TROSPIUM CHLORIDE,TROSPIUM CHLORIDE,Mixed,ar,less,supraventricular tachycardia/chest pain,moderate,train
1194,Molindone Hydrochloride,MOLINDONE HYDROCHLORIDE,MOLINDONE HYDROCHLORIDE,Mixed,ar,less, T wave changes /hypotension,mild,train
1195,Clomiphene Citrate,CLOMIPHENE CITRATE,CLOMIPHENE CITRATE,Mixed,ar,less,Arrhythmia/ chest pain,severe,test
1196,Doxycycline Hyclate,DOXYCYCLINE HYCLATE,DOXYCYCLINE HYCLATE,,sp,ambiguous,?? Intracranial hypertension,,test
1197,DIETHYLPROPION HYDROCHLORIDE ER,DIETHYLPROPION HYDROCHLORIDE ER,DIETHYLPROPION HYDROCHLORIDE,Heart Damage,wp,most,Valvular heart disease,severe,train
1198,Perindopril Erbumine,PERINDOPRIL ERBUMINE,PERINDOPRIL ERBUMINE,Heart Damage,wp,less,hypotension,mild,test
1199,Clemastine Fumarate,CLEMASTINE FUMARATE,CLEMASTINE FUMARATE,Mixed,ar,less,tachycardia/Hypotension,mild,train
1200,SULINDAC,SULINDAC,SULINDAC,Heart Damage,bw,most,myocardial infarction ,severe,test
1201,Dexmethylphenidate Hydrochloride,DEXMETHYLPHENIDATE HYDROCHLORIDE,DEXMETHYLPHENIDATE HYDROCHLORIDE,Mixed,wp,most,myocardial infarction/Heart Rate Increases,severe,train
1202,Penicillin V Potassium,PENICILLIN V POTASSIUM,PENICILLIN V POTASSIUM,,sp,ambiguous,not be relied upon in patients with cardiospasm ,,train
1203,Metronidazole,METRONIDAZOLE,METRONIDAZOLE,,sp,ambiguous,QT prolongation with drug interactions,moderate,test
1204,Piroxicam,PIROXICAM,PIROXICAM,Heart Damage,bw,most, myocardial infarction,severe,train
1205,Primidone,PRIMIDONE,PRIMIDONE,,no,no,,,train
1206,Methocarbamol,METHOCARBAMOL,METHOCARBAMOL,Mixed,ar,less,Bradycardia/Hypotension,mild,train
1207,Tamsulosin hydrochloride,TAMSULOSIN HYDROCHLORIDE,TAMSULOSIN HYDROCHLORIDE,,sp,ambiguous,postural hypotension,mild,test
1208,Naratriptan,NARATRIPTAN,NARATRIPTAN HYDROCHLORIDE,Mixed,wp,most, acute myocardial infarction/ventricular tachycardia,severe,test
1209,Febuxostat,FEBUXOSTAT,FEBUXOSTAT,,sp,ambiguous,CV death patients with a history of CV disease,severe,test
1210,CYCLOBENZAPRINE HYDROCHLORIDE,CYCLOBENZAPRINE HYDROCHLORIDE,CYCLOBENZAPRINE HYDROCHLORIDE,Mixed,ar,less,arrhythmia/Hypotension,mild,train
1211,Miglitol,MIGLITOL,MIGLITOL,,no,no,,,train
1212,SULFADIAZINE,SULFADIAZINE,SULFADIAZINE,,sp,ambiguous,allergic myocarditis(Allergic Reactions),severe,test
1213,Lansoprazole,LANSOPRAZOLE,LANSOPRAZOLE,Mixed,ar,less,arrhythmia/myocardial infarction,severe,train
1214,CARVEDILOL,CARVEDILOL,CARVEDILOL,Mixed,wp,most,worsening heart failure/Bradycardia,severe,test
1215,Phentermine Hydrochloride,PHENTERMINE HYDROCHLORIDE,PHENTERMINE HYDROCHLORIDE,,sp,ambiguous,"cardiac valvular disease combination of phentermine with fenfluramine or
dexfenfluramine",severe,train
1216,Hydrochlorothiazide,HYDROCHLOROTHIAZIDE,HYDROCHLOROTHIAZIDE,Heart Damage,ar,less,Hypotension,mild,train
1217,Theophylline (Anhydrous),THEOPHYLLINE,THEOPHYLLINE ANHYDROUS,Arrhythmia,ar,less,cardiac arrhythmias,mild,test
1218,Topiramate,TOPIRAMATE,TOPIRAMATE,,sp,ambiguous,cardiac arrhythmias,mild,test
1219,Chenodal,CHENODIOL,CHENODIOL,,no,no,,,test
1220,Misoprostol,MISOPROSTOL,MISOPROSTOL,Mixed,ar,less,arrhythmia/myocardial infarction (some fatal),severe,test
1221,Citalopram,CITALOPRAM,CITALOPRAM,Mixed,ar,less,bradycardia/angina pectoris,moderate,train
1222,etravirine,ETRAVIRINE,ETRAVIRINE,Mixed,ar,less,myocardial infarction/atrial fibrillation,severe,test
1223,Clopidogrel,CLOPIDOGREL,CLOPIDOGREL BISULFATE,Heart Damage,ar,less,hypotension,mild,test
1224,Neomycin Sulfate,NEOMYCIN SULFATE,NEOMYCIN SULFATE,,no,no,,,train
1225,Levorphanol Tartrate,LEVORPHANOL TARTRATE,LEVORPHANOL TARTRATE,Heart Damage,wp,less,hypotension ,mild,test
1226,Tinidazole,TINIDAZOLE,TINIDAZOLE,Arrhythmia,ar,less,palpitations,mild,test
1227,TOLMETIN SODIUM,TOLMETIN SODIUM,TOLMETIN SODIUM,Heart Damage,bw,most," myocardial 
infarction (MI) ",severe,train
1228,Terbinafine,TERBINAFINE HYDROCHLORIDE,TERBINAFINE HYDROCHLORIDE,,sp,ambiguous,hypersensitivity reactions:myocarditis,,test
1229,Nortriptyline Hydrochloride,NORTRIPTYLINE HYDROCHLORIDE,NORTRIPTYLINE HYDROCHLORIDE,Arrhythmia,wp,most,Brugada syndrom,severe,train
1230,Minocycline hydrochloride,MINOCYCLINE HYDROCHLORIDE,MINOCYCLINE HYDROCHLORIDE,,sp,ambiguous,"myocarditis, pericarditis(Hypersensitivity Reactions)",severe,train
1231,molnupiravir,MOLNUPIRAVIR,MOLNUPIRAVIR,,no,no,,,test
1232,Seconal Sodium,SECOBARBITAL SODIUM,secobarbital sodium,Mixed,ar,less,Bradycardia/hypotension,mild,test
1233,ISMOTIC,ISOSORBIDE,isosorbide,,no,no,,,test
1234,SOTALOL,SOTALOL,sotalol,Mixed,wp,most,torsade de pointes/Conges tive Heart Failure,moderate,test
1235,Maxaquin,LOMEFLOXACIN HYDROCHLORIDE,lomefloxacin hydrochloride,Arrhythmia,wp,most,torsade de pointes,moderate,test
1236,TOLAZAMIDE,TOLAZAMIDE,tolazamide,,sp,ambiguous,similarities chemical:cardiovascular mortality,,test
1237,Terramycin,OXYTETRACYCLINE HYDROCHLORIDE,Oxytetracycline Hydrochloride,,sp,ambiguous,pericarditis(Hypersensitivity reactions),severe,test
1238,Renese,POLYTHIAZIDE,polythiazide,Heart Damage,ar,less,hypotension ,mild,train
1239,PERMAX,PERGOLIDE,pergolide,Heart Damage,bw,most,valve replacement,severe,test
1240,VITRAKVI,LAROTRECTINIB,LAROTRECTINIB,,CLINICAL PHARMACOLOGY,no, does not prolong QTc intervals,,test
1241,SODIUM POLYSTYRENE SULFONATE,SODIUM POLYSTYRENE SULFONATE,SODIUM POLYSTYRENE SULFONATE,Arrhythmia,wp,most, lengthened Q-T interval,moderate,train
1242,Relistor,METHYLNALTREXONE BROMIDE,METHYLNALTREXONE BROMIDE,Mixed,ar,less,cardiac arrest/myocardial infarctions,severe,test
1243,Eszopiclone,ESZOPICLONE,ESZOPICLONE,Heart Damage,ar,less,hypertension,mild,train
1244,VASOPRESSIN,VASOPRESSIN,VASOPRESSIN,Mixed,wp,less,decrease in cardiac index ,mild,train
1245,Naloxone Hydrochloride,NALOXONE HYDROCHLORIDE,NALOXONE HYDROCHLORIDE,Mixed,ar,less,cardiac arrest or failure,severe,train
1246,PHYTONADIONE,PHYTONADIONE,PHYTONADIONE,Mixed,ar,less," Tachycardia, hypotension",severe,train
1247,Dehydrated Alcohol,ALCOHOL,ALCOHOL,Mixed,wp,most,heart failure/Ventricular Arrhythmia,severe,train
1248,Compro,PROCHLORPERAZINE,PROCHLORPERAZINE,Arrhythmia,ar,less,hypotension / cardiac arrest,severe,test
1249,Cetrotide,CETRORELIX ACETATE,CETRORELIX ACETATE,,sp,ambiguous,hypersensitivity reactions:hypotension,mild,test
1250,LEQVIO,INCLISIRAN,INCLISIRAN SODIUM,,CLINICAL PHARMACOLOGY,no,does not prolong the QT,,test
1251,Empaveli,PEGCETACOPLAN,Pegcetacoplan,Heart Damage,ar,less,hypertension,mild,train
1252,FIRMAGON,DEGARELIX,DEGARELIX,Arrhythmia,wp,most, prolong the QT interval,moderate,test
1253,Mozobil,PLERIXAFOR,PLERIXAFOR,,sp,ambiguous,hypersensitivity reactionshypotension,mild,train
1254,OXLUMO,LUMASIRAN,LUMASIRAN,,no,no,,,train
1255,Vantas,HISTRELIN ACETATE,HISTRELIN ACETATE,Mixed,wp,most,sudden cardiac death/prolong QT/QTc Interval,severe,train
1256,Vyleesi,BREMELANOTIDE,bremelanotide acetate,Mixed,wp,less,Increase in Blood Pressure/ Reduction in Heart Rate,mild,train
1257,Imcivree,SETMELANOTIDE,SETMELANOTIDE,,no,no,,,train
1258,Lanreotide Acetate,LANREOTIDE ACETATE,LANREOTIDE ACETATE,Mixed,wp,less,sinus bradycardia/hypertension,mild,test
1259,Tymlos,ABALOPARATIDE,ABALOPARATIDE,Mixed,wp,less,hypotension/tachycardia,mild,train
1260,Zegalogue,DASIGLUCAGON,DASIGLUCAGON,Mixed,ar,less,bradycardia/hypertension,mild,train
1261,Byetta,EXENATIDE,exenatide,,no,no,,,test
1262,Tegsedi,INOTERSEN,INOTERSEN SODIUM,Arrhythmia,ar,less,Arrhythmia,mild,test
1263,Saxenda,LIRAGLUTIDE,LIRAGLUTIDE,Arrhythmia,wp,less,Heart Rate Increase,mild,train
1264,XYOSTED,TESTOSTERONE ENANTHATE,TESTOSTERONE ENANTHATE,Heart Damage,bw,most,cardiovascular death,severe,train
1265,VOXZOGO 0.4mg; VOXZOGO 0.56mg; VOXZOGO 1.2mg,VOSORITIDE,VOSORITIDE,Heart Damage,wp,less,decreases in blood pressure,mild,test
1266,SymlinPen,PRAMLINTIDE ACETATE,pramlintide acetate,,no,no,,,train
1267,ZOLADEX,GOSERELIN,goserelin acetate,Mixed,wp,most,sudden cardiac death/prolong QT/QTc Interval,severe,train
1268,SYNRIBO,OMACETAXINE MEPESUCCINATE,OMACETAXINE MEPESUCCINATE,Mixed,ar,less,angina pectoris/arrhythmia,severe,train
1269,GIVLAARI,GIVOSIRAN SODIUM,givosiran sodium,,CLINICAL PHARMACOLOGY,no,No large mean increase in QTc ,,train
1270,Copaxone,GLATIRAMER ACETATE,GLATIRAMER ACETATE,Mixed,ar,less,Tachycardia/Hypertension,mild,train
1271,WEGOVY,SEMAGLUTIDE,SEMAGLUTIDE,Arrhythmia,wp,less,Heart Rate Increase,mild,test
1272,Nexplanon,ETONOGESTREL,etonogestrel,Heart Damage,wp,most,myocardial infarctions,severe,train
1273,FUZEON,ENFUVIRTIDE,Enfuvirtide,Heart Damage,ar,less,unstable angina pectoris,moderate,test
1274,Kynamro,MIPOMERSEN SODIUM,MIPOMERSEN SODIUM,,no,no,,,test
1275,Fragmin,DALTEPARIN SODIUM,DALTEPARIN SODIUM,,no,no,,,test
1276,Forteo,TERIPARATIDE,Teriparatide,Heart Damage,wp,less,hypotension,mild,test
1277,KYBELLA,DEOXYCHOLIC ACID,DEOXYCHOLIC ACID,Heart Damage,ar,less,Hypertension,mild,test
1278,Fondaparinux Sodium,FONDAPARINUX SODIUM,FONDAPARINUX SODIUM,,no,no,,,train
1279,Terbutaline Sulfate,TERBUTALINE SULFATE,terbutaline sulfate,Mixed,bw,most,myocardial ischemia/cardiac arrhythmias,severe,train
1280,Fyremadel,GANIRELIX ACETATE,ganirelix acetate,,no,no,,,test
1281,MEPIVACAINE HYDROCHLORIDE,MEPIVACAINE HYDROCHLORIDE,Mepivacaine Hydrochloride,,sp,ambiguous,"used with extreme caution for patients with heart block,",,train
1282,Isosulfan Blue,ISOSULFAN BLUE,ISOSULFAN BLUE,,no,no,,,train
1283,ICATIBANT,ICATIBANT,ICATIBANT ACETATE,,no,no,,,train
1284,Innohep,TINZAPARIN SODIUM,tinzaparin sodium,Heart Damage,ar,less,"hypotension, hypertension",mild,test
1285,KYNMOBI,APOMORPHINE HYDROCHLORIDE,apomorphine hydrochloride,Mixed,wp,most,QT Prolongation/Hypotension,moderate,test
1286,Dsuvia,SUFENTANIL,SUFENTANIL,Mixed,wp,less,hypotension/bradycardia,mild,test
1287,nitroglycerin,NITROGLYCERIN,NITROGLYCERIN,Heart Damage,wp,most,angina pectoris,moderate,test
1288,Asenapine,ASENAPINE MALEATE,ASENAPINE MALEATE,Mixed,wp,most,QT Prolongation/Hypotension,moderate,test
1289,Buprenorphine,BUPRENORPHINE,BUPRENORPHINE HYDROCHLORIDE,Heart Damage,wp,less,hypotension,mild,train
1290,Citanest Plain,PRILOCAINE HYDROCHLORIDE,PRILOCAINE HYDROCHLORIDE,Mixed,ar,less,bradycardia/hypotension,mild,train
1291,,Etoricoxib,,Heart Damage,Withdraw,most,thrombotic events,,test
1292,,Rofecoxib,,Heart Damage,Withdraw,most,myocardial infarction,,test
1293,,Benfluorex,,Heart Damage,Withdraw,most,valvular heart disease,,test
1294,,Chlorphentermine,,Heart Damage,Withdraw,most,pulmonary heart disease,,train
1295,,Dexfenfluramine,,Heart Damage,Withdraw,most,valvular heart disease,,test
1296,,Fenfluramine,,Heart Damage,Withdraw,most,valvular heart disease,,test
1297,,Levomethadyl acetate,,Arrhythmia,Withdraw,most,"QT prolongation, TdP",,test
1298,,Phentermine,,Heart Damage,Withdraw,most,valvular heart disease,,test
1299,,Propoxyphene,,Arrhythmia,Withdraw,most,"QT prolongation, TdP",,test
1300,,Sertindole,,Arrhythmia,Withdraw,most,"QT prolongation, TdP, sudden cardiac death",,test
1301,,Sibutramine,,Heart Damage,Withdraw,most,Myocardial infarction,,train
1302,,Cisapride,,Arrhythmia,Withdraw,most,"ventricular arrhythmia, QT prolongation, TdP, cardiac arrest",,test
1303,,Tegaserod,,Heart Damage,Withdraw,most,ischemia,,train
1304,,Terodiline,,Arrhythmia,Withdraw,most,"ventricular tachycardia, cardiac death",,train
1305,,Astemizole,,Arrhythmia,Withdraw,most,"long QT syndrome, TdP",,test
1306,,Terfenadine,,Arrhythmia,Withdraw,most,"QT prolongation, TdP",,train
1307,,Grepafloxacin,,Arrhythmia,Withdraw,most,QT prolongation,,test
1308,,Sparfloxacin,,Arrhythmia,Withdraw,most,QT prolongation,,train
1309,,Buflomedil,,Arrhythmia,Withdraw,most,"QT prolongation, cardiac arrest",,test
1310,,Dofetilide,,Arrhythmia,Withdraw,most,"QT prolongation, TdP",,train
1311,,Encainide,,Arrhythmia,Withdraw,most,"QT prolongation, TdP",,test
1312,,Lidoflazine,,Arrhythmia,Withdraw,most,QT prolongation,,train
1313,,Mibefradil,,Arrhythmia,Withdraw,most,QT prolongation,,test
1314,,Orciprenaline,,Arrhythmia,Withdraw,most,"tachycardia, palpitations",,test
1315,,Prenylamine,,Arrhythmia,Withdraw,most,"QT prolongation, sudden cardiac death, ventricular tachycardia, TdP",,train
1316,,Probucol,,Arrhythmia,Withdraw,most,"QT prolongation, arrhythmias",,train
1317,,Clobutinol,,Arrhythmia,Withdraw,most,QT prolongation,,train
