Labeling Type,Dosage Form(s),Route(s) of Administration,Marketing Category,Application Number(s),Trade Name,Generic/Proper Name(s),SPL Effective Date (Month/Day/Year),Established Pharmacologic Class(es),Initial U.S. Approval,Company,Marketing Date(s) (YYYY/MM/DD),NDC(s),Active Ingredient UNII(s),Active Ingredient(s),Active Moiety Name(s),Active Moiety UNII(s),FDALabel Link,DailyMed SPL Link,DailyMed PDF Link,SET ID,Query Link for Entire Search Output,Result Link for Entire Search Output,Export Date (YYYY/MM/DD) and Time for Entire Search Output
HUMAN PRESCRIPTION DRUG LABEL,"INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION",INTRAVENOUS,NDA,209936,ALIQOPA,COPANLISIB,2023/09/07,Kinase Inhibitor,2017,BAYER HEALTHCARE PHARMACEUTICALS INC,2017/09/14-,50419-385,WI6V529FZ9,COPANLISIB,COPANLISIB,WI6V529FZ9,https://fdalabel.fda.gov:8443/fdalabel/services/spl/set-ids/ade50241-2c10-4038-b4e9-72f6bf905f03/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=ade50241-2c10-4038-b4e9-72f6bf905f03,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=ade50241-2c10-4038-b4e9-72f6bf905f03,ade50241-2c10-4038-b4e9-72f6bf905f03,,,
HUMAN PRESCRIPTION DRUG LABEL,INTRAUTERINE DEVICE,INTRAUTERINE,NDA,018680,ParaGard T 380A,COPPER,2019/09/01,Copper-containing Intrauterine Device,1984,COOPERSURGICAL INC,2017/11/02-,59365-5128,789U1901C5,COPPER,COPPER,789U1901C5,https://fdalabel.fda.gov:8443/fdalabel/services/spl/set-ids/5ea7ce51-b87a-485e-b841-99466a07a4b2/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=5ea7ce51-b87a-485e-b841-99466a07a4b2,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=5ea7ce51-b87a-485e-b841-99466a07a4b2,5ea7ce51-b87a-485e-b841-99466a07a4b2,,,
HUMAN PRESCRIPTION DRUG LABEL,"INJECTION, SOLUTION",INTRAVENOUS,NDA,213227,Detectnet,COPPER CU 64 DOTATATE,2021/12/22,Radioactive Diagnostic Agent,2020,CURIUM US LLC,2020/09/14-,69945-064,N3858377KC,COPPER OXODOTREOTIDE CU-64,COPPER OXODOTREOTIDE CU-64,N3858377KC,https://fdalabel.fda.gov:8443/fdalabel/services/spl/set-ids/f898c8a7-beb7-4318-a8ea-6f058d69342b/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=f898c8a7-beb7-4318-a8ea-6f058d69342b,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=f898c8a7-beb7-4318-a8ea-6f058d69342b,f898c8a7-beb7-4318-a8ea-6f058d69342b,,,
HUMAN PRESCRIPTION DRUG LABEL,"INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION",INTRAMUSCULAR; INTRAVENOUS,NDA,016750,Cortrosyn,COSYNTROPIN,2024/02/28,Adrenocorticotropic Hormone,,AMPHASTAR PHARMACEUTICALS INC,2003/08/01-,0548-5900,72YY86EA29,Cosyntropin,Cosyntropin,72YY86EA29,https://fdalabel.fda.gov:8443/fdalabel/services/spl/set-ids/746856e9-3930-4f6a-b8e6-a03845d6dd0b/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=746856e9-3930-4f6a-b8e6-a03845d6dd0b,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=746856e9-3930-4f6a-b8e6-a03845d6dd0b,746856e9-3930-4f6a-b8e6-a03845d6dd0b,,,
HUMAN PRESCRIPTION DRUG LABEL,OINTMENT,TOPICAL,NDA,207695,Eucrisa,CRISABOROLE,2024/01/16,Phosphodiesterase 4 Inhibitor,2016,PFIZER LABORATORIES DIV PFIZER INC,2017/01/30-,55724-211,Q2R47HGR7P,CRISABOROLE,CRISABOROLE,Q2R47HGR7P,https://fdalabel.fda.gov:8443/fdalabel/services/spl/set-ids/609b77de-1ca3-4783-b8f5-01a9c0f1d77d/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=609b77de-1ca3-4783-b8f5-01a9c0f1d77d,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=609b77de-1ca3-4783-b8f5-01a9c0f1d77d,609b77de-1ca3-4783-b8f5-01a9c0f1d77d,,,
HUMAN PRESCRIPTION DRUG LABEL,"CAPSULE; CAPSULE, COATED PELLETS",ORAL,NDA,202570;217581,Xalkori,CRIZOTINIB,2023/11/20,Kinase Inhibitor,2011,PFIZER LABORATORIES DIV PFIZER INC,2011/08/26-; 2023/11/20-,0069-0251; 0069-0507; 0069-1500; 0069-8140; 0069-8141,53AH36668S,CRIZOTINIB,CRIZOTINIB,53AH36668S,https://fdalabel.fda.gov:8443/fdalabel/services/spl/set-ids/2a51b0de-47d6-455e-a94c-d2c737b04ff7/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=2a51b0de-47d6-455e-a94c-d2c737b04ff7,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=2a51b0de-47d6-455e-a94c-d2c737b04ff7,2a51b0de-47d6-455e-a94c-d2c737b04ff7,,,
HUMAN PRESCRIPTION DRUG LABEL,"TABLET, COATED",ORAL,NDA,202292,MYTESI,CROFELEMER,2024/02/08,Antidiarrheal,2012,NAPO PHARMACEUTICALS INC,2016/08/01-,70564-802,PY79D6C8RX,CROFELEMER,CROFELEMER,PY79D6C8RX,https://fdalabel.fda.gov:8443/fdalabel/services/spl/set-ids/45584fba-8081-4cd1-a21e-3ea8237f62ff/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=45584fba-8081-4cd1-a21e-3ea8237f62ff,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=45584fba-8081-4cd1-a21e-3ea8237f62ff,45584fba-8081-4cd1-a21e-3ea8237f62ff,,,
HUMAN PRESCRIPTION DRUG LABEL,LIQUID,ORAL,NDA,020479,Gastrocrom,CROMOLYN SODIUM,2018/10/10,Mast Cell Stabilizer,,MEDA PHARMACEUTICALS,2015/05/01-,0037-0678,Q2WXR1I0PK,CROMOLYN SODIUM,CROMOLYN,Y0TK0FS77W,https://fdalabel.fda.gov:8443/fdalabel/services/spl/set-ids/00623958-a8fe-47d1-a0d2-0aa4e2f7966e/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=00623958-a8fe-47d1-a0d2-0aa4e2f7966e,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=00623958-a8fe-47d1-a0d2-0aa4e2f7966e,00623958-a8fe-47d1-a0d2-0aa4e2f7966e,,,
HUMAN PRESCRIPTION DRUG LABEL,"INJECTION, SOLUTION",INTRAVENOUS,NDA,018960,COPPER,CUPRIC CHLORIDE,2022/06/30,,,HOSPIRA INC,2005/02/28-,0409-4092,S2QG84156O,CUPRIC CHLORIDE,CUPRIC CATION,8CBV67279L,https://fdalabel.fda.gov:8443/fdalabel/services/spl/set-ids/a84d61a4-8e7f-4be1-aba6-f633b334aafc/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=a84d61a4-8e7f-4be1-aba6-f633b334aafc,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=a84d61a4-8e7f-4be1-aba6-f633b334aafc,a84d61a4-8e7f-4be1-aba6-f633b334aafc,,,
HUMAN PRESCRIPTION DRUG LABEL,SPRAY,NASAL,NDA,021642,Nascobal,CYANOCOBALAMIN,2018/11/30,Vitamin B12,1942,PAR PHARMACEUTICAL INC,2009/08/13-,49884-270,P6YC3EG204,CYANOCOBALAMIN,CYANOCOBALAMIN,P6YC3EG204,https://fdalabel.fda.gov:8443/fdalabel/services/spl/set-ids/697e0e52-c01b-4b53-9994-f79c46eb6b4f/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=697e0e52-c01b-4b53-9994-f79c46eb6b4f,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=697e0e52-c01b-4b53-9994-f79c46eb6b4f,697e0e52-c01b-4b53-9994-f79c46eb6b4f,,,
HUMAN PRESCRIPTION DRUG LABEL,SPRAY,NASAL,NDA,021642,Nascobal,CYANOCOBALAMIN,2015/02/20,Vitamin B12,,PAR PHARMACEUTICAL INC,2009/08/13-,49884-270,P6YC3EG204,CYANOCOBALAMIN,CYANOCOBALAMIN,P6YC3EG204,https://fdalabel.fda.gov:8443/fdalabel/services/spl/set-ids/0a6178f6-48af-4a1d-9b35-c3c2663d0b10/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=0a6178f6-48af-4a1d-9b35-c3c2663d0b10,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=0a6178f6-48af-4a1d-9b35-c3c2663d0b10,0a6178f6-48af-4a1d-9b35-c3c2663d0b10,,,
HUMAN PRESCRIPTION DRUG LABEL,"CAPSULE, EXTENDED RELEASE",ORAL,NDA,021777,AMRIX,CYCLOBENZAPRINE HYDROCHLORIDE,2024/04/29,Muscle Relaxant,1977,CEPHALON LLC,2007/10/01-; 2007/10/02-,63459-700; 63459-701,0VE05JYS2P,CYCLOBENZAPRINE HYDROCHLORIDE,CYCLOBENZAPRINE,69O5WQQ5TI,https://fdalabel.fda.gov:8443/fdalabel/services/spl/set-ids/3902123b-1365-ac3c-0934-afff9eeeb1bd/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=3902123b-1365-ac3c-0934-afff9eeeb1bd,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=3902123b-1365-ac3c-0934-afff9eeeb1bd,3902123b-1365-ac3c-0934-afff9eeeb1bd,,,
HUMAN PRESCRIPTION DRUG LABEL,"INJECTION, SOLUTION",INTRAVENOUS,NDA,212501,Cyclophosphamide,CYCLOPHOSPHAMIDE,2024/03/03,,1959,ATHENEX PHARMACEUTICAL DIVISION LLC,completed:2020/12/11-2024/10/31,70860-218,6UXW23996M,CYCLOPHOSPHAMIDE ANHYDROUS,4-HYDROXYCYCLOPHOSPHAMIDE,1XBF4E50HS,https://fdalabel.fda.gov:8443/fdalabel/services/spl/set-ids/a0e99679-f939-4fb3-9d38-dfdb824f89bc/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=a0e99679-f939-4fb3-9d38-dfdb824f89bc,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=a0e99679-f939-4fb3-9d38-dfdb824f89bc,a0e99679-f939-4fb3-9d38-dfdb824f89bc,,,
HUMAN PRESCRIPTION DRUG LABEL,INJECTION,INTRAVENOUS,NDA,210735,Cyclophosphamide,CYCLOPHOSPHAMIDE,2024/01/05,Alkylating Drug,1959,EUGIA US LLC,2023/11/20-,55150-270; 55150-271; 55150-272,8N3DW7272P,CYCLOPHOSPHAMIDE,CYCLOPHOSPHAMIDE ANHYDROUS,6UXW23996M,https://fdalabel.fda.gov:8443/fdalabel/services/spl/set-ids/7b2418f8-8581-4f47-8861-b9dee79fa6bb/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=7b2418f8-8581-4f47-8861-b9dee79fa6bb,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=7b2418f8-8581-4f47-8861-b9dee79fa6bb,7b2418f8-8581-4f47-8861-b9dee79fa6bb,,,
HUMAN PRESCRIPTION DRUG LABEL,"INJECTION, SOLUTION",INTRAVENOUS,NDA,212501,CYCLOPHOSPHAMIDE,CYCLOPHOSPHAMIDE,2023/11/01,Alkylating Drug,1959,GOLDEN STATE MEDICAL SUPPLY INC,2020/07/30-; 2021/11/19-,51407-748; 51407-749; 51407-750,6UXW23996M,CYCLOPHOSPHAMIDE ANHYDROUS,CYCLOPHOSPHAMIDE ANHYDROUS,6UXW23996M,https://fdalabel.fda.gov:8443/fdalabel/services/spl/set-ids/f75a4037-38e8-c59d-e053-6294a90a3927/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=f75a4037-38e8-c59d-e053-6294a90a3927,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=f75a4037-38e8-c59d-e053-6294a90a3927,f75a4037-38e8-c59d-e053-6294a90a3927,,,
HUMAN PRESCRIPTION DRUG LABEL,"INJECTION, SOLUTION",INTRAVENOUS,NDA,212501,CYCLOPHOSPHAMIDE,CYCLOPHOSPHAMIDE,2023/09/27,Alkylating Drug,1959,INGENUS PHARMACEUTICALS LLC,2020/07/30-; 2021/11/19-,50742-519; 50742-520; 50742-521,6UXW23996M,CYCLOPHOSPHAMIDE ANHYDROUS,CYCLOPHOSPHAMIDE ANHYDROUS,6UXW23996M,https://fdalabel.fda.gov:8443/fdalabel/services/spl/set-ids/783d7523-8505-4b3e-837c-cefbcec61da6/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=783d7523-8505-4b3e-837c-cefbcec61da6,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=783d7523-8505-4b3e-837c-cefbcec61da6,783d7523-8505-4b3e-837c-cefbcec61da6,,,
HUMAN PRESCRIPTION DRUG LABEL,"INJECTION, SOLUTION, CONCENTRATE",INTRAVENOUS,NDA,217150,Cyclophosphamide,CYCLOPHOSPHAMIDE,2023/09/08,,1959,SANDOZ INC,2024/04/08-,0781-3528; 0781-3529; 0781-3530,8N3DW7272P,CYCLOPHOSPHAMIDE,4-HYDROXYCYCLOPHOSPHAMIDE,1XBF4E50HS,https://fdalabel.fda.gov:8443/fdalabel/services/spl/set-ids/cf2f4b95-0327-499a-a5a3-51b1bdef68c5/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=cf2f4b95-0327-499a-a5a3-51b1bdef68c5,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=cf2f4b95-0327-499a-a5a3-51b1bdef68c5,cf2f4b95-0327-499a-a5a3-51b1bdef68c5,,,
HUMAN PRESCRIPTION DRUG LABEL,CAPSULE,ORAL,NDA,203856,Cyclophosphamide,CYCLOPHOSPHAMIDE,2023/07/13,Alkylating Drug,1959,HIKMA PHARMACEUTICALS USA INC,2013/09/16-,0054-0382; 0054-0383,8N3DW7272P,CYCLOPHOSPHAMIDE,CYCLOPHOSPHAMIDE ANHYDROUS,6UXW23996M,https://fdalabel.fda.gov:8443/fdalabel/services/spl/set-ids/8135b917-882f-4b4c-99b7-fa8ea54af4bf/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=8135b917-882f-4b4c-99b7-fa8ea54af4bf,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=8135b917-882f-4b4c-99b7-fa8ea54af4bf,8135b917-882f-4b4c-99b7-fa8ea54af4bf,,,
HUMAN PRESCRIPTION DRUG LABEL,"INJECTION, SOLUTION",INTRAVENOUS,NDA,217651,CYCLOPHOSPHAMIDE,CYCLOPHOSPHAMIDE,2023/07/11,Alkylating Drug,1959,NEVAKAR INJECTABLES INC,2024/01/01-,82943-100; 82943-101,8N3DW7272P,CYCLOPHOSPHAMIDE,CYCLOPHOSPHAMIDE ANHYDROUS,6UXW23996M,https://fdalabel.fda.gov:8443/fdalabel/services/spl/set-ids/9895cdbd-79cc-4bce-8e16-1c2e045e2592/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=9895cdbd-79cc-4bce-8e16-1c2e045e2592,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=9895cdbd-79cc-4bce-8e16-1c2e045e2592,9895cdbd-79cc-4bce-8e16-1c2e045e2592,,,
HUMAN PRESCRIPTION DRUG LABEL,INJECTION,INTRAVENOUS,NDA,210852,Cyclophosphamide,CYCLOPHOSPHAMIDE,2023/06/01,Alkylating Drug,1959,DR REDDY S LABORATORIES INC,2023/07/24-,43598-660; 43598-661; 43598-662,8N3DW7272P,Cyclophosphamide,Cyclophosphamide Anhydrous,6UXW23996M,https://fdalabel.fda.gov:8443/fdalabel/services/spl/set-ids/d3f5c4e9-1c96-c816-7aad-57a2cc1080f8/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=d3f5c4e9-1c96-c816-7aad-57a2cc1080f8,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=d3f5c4e9-1c96-c816-7aad-57a2cc1080f8,d3f5c4e9-1c96-c816-7aad-57a2cc1080f8,,,
HUMAN PRESCRIPTION DRUG LABEL,"INJECTION, SOLUTION",INTRAVENOUS,NDA,212501,CYCLOPHOSPHAMIDE,CYCLOPHOSPHAMIDE,2023/05/05,Alkylating Drug,1959,BLUEPOINT LABORATORIES,2023/02/20-,68001-563; 68001-564; 68001-565,6UXW23996M,CYCLOPHOSPHAMIDE ANHYDROUS,CYCLOPHOSPHAMIDE ANHYDROUS,6UXW23996M,https://fdalabel.fda.gov:8443/fdalabel/services/spl/set-ids/0afd2cc7-09e6-481a-afea-9d2e3742da46/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=0afd2cc7-09e6-481a-afea-9d2e3742da46,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=0afd2cc7-09e6-481a-afea-9d2e3742da46,0afd2cc7-09e6-481a-afea-9d2e3742da46,,,
HUMAN PRESCRIPTION DRUG LABEL,INJECTION,INTRAVENOUS,NDA,210735,Cyclophosphamide,CYCLOPHOSPHAMIDE,2021/09/08,Alkylating Drug,1959,AUROMEDICS PHARMA LLC,2021/08/25-,55150-270; 55150-271,8N3DW7272P,CYCLOPHOSPHAMIDE,CYCLOPHOSPHAMIDE ANHYDROUS,6UXW23996M,https://fdalabel.fda.gov:8443/fdalabel/services/spl/set-ids/3c1eb470-0bba-457d-94e3-b9508f0d398a/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=3c1eb470-0bba-457d-94e3-b9508f0d398a,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=3c1eb470-0bba-457d-94e3-b9508f0d398a,3c1eb470-0bba-457d-94e3-b9508f0d398a,,,
HUMAN PRESCRIPTION DRUG LABEL,TABLET,ORAL,NDA; NDA Authorized Generic,012141;012141,Cyclophosphamide,CYCLOPHOSPHAMIDE,2020/08/07,,1959,BAXTER HEALTHCARE CORPORATION,2020/08/07-,10019-982; 10019-984,8N3DW7272P,CYCLOPHOSPHAMIDE,4-HYDROXYCYCLOPHOSPHAMIDE,1XBF4E50HS,https://fdalabel.fda.gov:8443/fdalabel/services/spl/set-ids/769ded74-6186-40a8-8e44-ceff67287451/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=769ded74-6186-40a8-8e44-ceff67287451,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=769ded74-6186-40a8-8e44-ceff67287451,769ded74-6186-40a8-8e44-ceff67287451,,,
HUMAN PRESCRIPTION DRUG LABEL,"CAPSULE, LIQUID FILLED; SOLUTION",ORAL,NDA,050715;050716,Neoral,CYCLOSPORINE,2024/01/09,Calcineurin Inhibitor Immunosuppressant,,NOVARTIS PHARMACEUTICALS CORPORATION,1995/07/14-,0078-0246; 0078-0248; 0078-0274,83HN0GTJ6D,CYCLOSPORINE,CYCLOSPORINE,83HN0GTJ6D,https://fdalabel.fda.gov:8443/fdalabel/services/spl/set-ids/94461af3-11f1-4670-95d4-2965b9538ae3/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=94461af3-11f1-4670-95d4-2965b9538ae3,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=94461af3-11f1-4670-95d4-2965b9538ae3,94461af3-11f1-4670-95d4-2965b9538ae3,,,
HUMAN PRESCRIPTION DRUG LABEL,"CAPSULE, LIQUID FILLED; INJECTION; SOLUTION",INTRAVENOUS; ORAL,NDA,050573;050574;050625,Sandimmune,CYCLOSPORINE,2024/01/09,Calcineurin Inhibitor Immunosuppressant,,NOVARTIS PHARMACEUTICALS CORPORATION,1983/11/14-; 1990/03/02-,0078-0109; 0078-0110; 0078-0240; 0078-0241,83HN0GTJ6D,CYCLOSPORINE,CYCLOSPORINE,83HN0GTJ6D,https://fdalabel.fda.gov:8443/fdalabel/services/spl/set-ids/5e5926a7-1de0-4b54-a5c0-286b6200ff82/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=5e5926a7-1de0-4b54-a5c0-286b6200ff82,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=5e5926a7-1de0-4b54-a5c0-286b6200ff82,5e5926a7-1de0-4b54-a5c0-286b6200ff82,,,
HUMAN PRESCRIPTION DRUG LABEL,EMULSION,OPHTHALMIC; TOPICAL,NDA,214965,Verkazia,CYCLOSPORINE,2023/10/12,Calcineurin Inhibitor Immunosuppressant,1983,SANTEN INCORPORATED,2022/02/01-,65086-001,83HN0GTJ6D,CYCLOSPORINE,CYCLOSPORINE,83HN0GTJ6D,https://fdalabel.fda.gov:8443/fdalabel/services/spl/set-ids/c795cd2f-89da-78e3-e053-2a95a90a9422/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=c795cd2f-89da-78e3-e053-2a95a90a9422,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=c795cd2f-89da-78e3-e053-2a95a90a9422,c795cd2f-89da-78e3-e053-2a95a90a9422,,,
HUMAN PRESCRIPTION DRUG LABEL,SOLUTION/ DROPS,OPHTHALMIC; TOPICAL,NDA,210913,CEQUA,CYCLOSPORINE,2023/04/26,Calcineurin Inhibitor Immunosuppressant,1983,SUN PHARMACEUTICAL INDUSTRIES INC,2018/08/15-,47335-506; 47335-507,83HN0GTJ6D,CYCLOSPORINE,CYCLOSPORINE,83HN0GTJ6D,https://fdalabel.fda.gov:8443/fdalabel/services/spl/set-ids/48c3d8a3-4289-4b52-9189-58b48596095c/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=48c3d8a3-4289-4b52-9189-58b48596095c,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=48c3d8a3-4289-4b52-9189-58b48596095c,48c3d8a3-4289-4b52-9189-58b48596095c,,,
HUMAN PRESCRIPTION DRUG LABEL,EMULSION,OPHTHALMIC,NDA,050790,RESTASIS,CYCLOSPORINE,2017/07/01,Calcineurin Inhibitor Immunosuppressant,1983,ALLERGAN INC,2003/04/01-,0023-9163,83HN0GTJ6D,CYCLOSPORINE,CYCLOSPORINE,83HN0GTJ6D,https://fdalabel.fda.gov:8443/fdalabel/services/spl/set-ids/8e24af2b-bc1c-4849-94f2-6df950cdca89/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=8e24af2b-bc1c-4849-94f2-6df950cdca89,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=8e24af2b-bc1c-4849-94f2-6df950cdca89,8e24af2b-bc1c-4849-94f2-6df950cdca89,,,
HUMAN PRESCRIPTION DRUG LABEL,EMULSION,OPHTHALMIC,NDA,050790,Restasis MultiDose,CYCLOSPORINE,2016/10/01,Calcineurin Inhibitor Immunosuppressant,1983,ALLERGAN INC,2016/11/10-,0023-5301,83HN0GTJ6D,CYCLOSPORINE,CYCLOSPORINE,83HN0GTJ6D,https://fdalabel.fda.gov:8443/fdalabel/services/spl/set-ids/7224d810-bb96-4682-a942-3355e6e8061a/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=7224d810-bb96-4682-a942-3355e6e8061a,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=7224d810-bb96-4682-a942-3355e6e8061a,7224d810-bb96-4682-a942-3355e6e8061a,,,
HUMAN PRESCRIPTION DRUG LABEL,SOLUTION/ DROPS,OPHTHALMIC,NDA,217469,VEVYE,CYCLOSPORINE OPHTHALMIC SOLUTION,2023/11/21,Calcineurin Inhibitor Immunosuppressant,1983,HARROW EYE LLC,2023/05/30-,82667-900,83HN0GTJ6D,CYCLOSPORINE,CYCLOSPORINE,83HN0GTJ6D,https://fdalabel.fda.gov:8443/fdalabel/services/spl/set-ids/0a60fccf-7e1b-44fe-e063-6394a90aadd5/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=0a60fccf-7e1b-44fe-e063-6394a90aadd5,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=0a60fccf-7e1b-44fe-e063-6394a90aadd5,0a60fccf-7e1b-44fe-e063-6394a90aadd5,,,
HUMAN PRESCRIPTION DRUG LABEL,"CAPSULE, DELAYED RELEASE PELLETS; GRANULE, DELAYED RELEASE",ORAL,NDA,203389;213491,PROCYSBI,CYSTEAMINE BITARTRATE,2022/02/22,Cystine Depleting Agent,1994,HORIZON THERAPEUTICS USA INC,2013/04/30-; 2020/02/14-,75987-100; 75987-101; 75987-140; 75987-145,QO84GZ3TST,CYSTEAMINE BITARTRATE,CYSTEAMINE,5UX2SD1KE2,https://fdalabel.fda.gov:8443/fdalabel/services/spl/set-ids/d3a3ec28-f746-463a-bb92-3bc8826db09e/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=d3a3ec28-f746-463a-bb92-3bc8826db09e,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=d3a3ec28-f746-463a-bb92-3bc8826db09e,d3a3ec28-f746-463a-bb92-3bc8826db09e,,,
HUMAN PRESCRIPTION DRUG LABEL,CAPSULE,ORAL,NDA,020392,Cystagon,CYSTEAMINE BITARTRATE,2021/08/16,Cystine Depleting Agent,,MYLAN PHARMACEUTICALS INC,2005/04/11-,0378-9040; 0378-9045,QO84GZ3TST,CYSTEAMINE BITARTRATE,CYSTEAMINE,5UX2SD1KE2,https://fdalabel.fda.gov:8443/fdalabel/services/spl/set-ids/f495b76d-96c6-48e5-8fa3-30a4336628eb/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=f495b76d-96c6-48e5-8fa3-30a4336628eb,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=f495b76d-96c6-48e5-8fa3-30a4336628eb,f495b76d-96c6-48e5-8fa3-30a4336628eb,,,
HUMAN PRESCRIPTION DRUG LABEL,SOLUTION,OPHTHALMIC,NDA,200740,CYSTARAN,CYSTEAMINE HYDROCHLORIDE,2024/05/16,Cystine Depleting Agent,1994,LEADIANT BIOSCIENCES INC,2012/12/30-,54482-020,IF1B771SVB,CYSTEAMINE HYDROCHLORIDE,CYSTEAMINE,5UX2SD1KE2,https://fdalabel.fda.gov:8443/fdalabel/services/spl/set-ids/b98ee838-ed23-42a9-93b5-72579e490fba/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=b98ee838-ed23-42a9-93b5-72579e490fba,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=b98ee838-ed23-42a9-93b5-72579e490fba,b98ee838-ed23-42a9-93b5-72579e490fba,,,
