,generic_name,less_determination,binary_determination,no_less_most_prompts,yes_no_prompts,set_id,urls
329,DOXAPRAM HYDROCHLORIDE,Less,Yes,"Given the above information about a drug, answer 'was this drug associated with No Cardiotoxicity, Less Cardiotoxicity, or Most Cardiotoxicity?'
        Now answer with just one word: No, Less, or Most","Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",b8eb330a-a75b-46cb-b694-5be9327ed2eb,https://dailymed.nlm.nih.gov/dailymed/fda/fdaDrugXsl.cfm?setid=b8eb330a-a75b-46cb-b694-5be9327ed2eb&type=display
330,DOXEPIN HYDROCHLORIDE,Less,No,"Given the above information about a drug, answer 'was this drug associated with No Cardiotoxicity, Less Cardiotoxicity, or Most Cardiotoxicity?'
        Now answer with just one word: No, Less, or Most","Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",1bec1223-5239-4eb6-a9e8-62444106d2c0,https://dailymed.nlm.nih.gov/dailymed/fda/fdaDrugXsl.cfm?setid=1bec1223-5239-4eb6-a9e8-62444106d2c0&type=display
331,DOXERCALCIFEROL,Less,Yes,"Given the above information about a drug, answer 'was this drug associated with No Cardiotoxicity, Less Cardiotoxicity, or Most Cardiotoxicity?'
        Now answer with just one word: No, Less, or Most","Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",7efc3d9c-12f5-43f6-9a22-88d66cbe6f62,https://dailymed.nlm.nih.gov/dailymed/fda/fdaDrugXsl.cfm?setid=7efc3d9c-12f5-43f6-9a22-88d66cbe6f62&type=display
332,DOXORUBICIN HYDROCHLORIDE,Most,Yes,"Given the above information about a drug, answer 'was this drug associated with No Cardiotoxicity, Less Cardiotoxicity, or Most Cardiotoxicity?'
        Now answer with just one word: No, Less, or Most","Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",1fd148fb-0fbc-4b6f-b790-23546fb46a71,https://dailymed.nlm.nih.gov/dailymed/fda/fdaDrugXsl.cfm?setid=1fd148fb-0fbc-4b6f-b790-23546fb46a71&type=display
333,DOXYCYCLINE,No,No,"Given the above information about a drug, answer 'was this drug associated with No Cardiotoxicity, Less Cardiotoxicity, or Most Cardiotoxicity?'
        Now answer with just one word: No, Less, or Most","Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",aa15c93a-ff4c-447a-8a21-96da506d8997,https://dailymed.nlm.nih.gov/dailymed/fda/fdaDrugXsl.cfm?setid=aa15c93a-ff4c-447a-8a21-96da506d8997&type=display
334,DOXYCYCLINE HYCLATE,No,No,"Given the above information about a drug, answer 'was this drug associated with No Cardiotoxicity, Less Cardiotoxicity, or Most Cardiotoxicity?'
        Now answer with just one word: No, Less, or Most","Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",f9277bb8-982d-444d-9325-35d5c53a2d35,https://dailymed.nlm.nih.gov/dailymed/fda/fdaDrugXsl.cfm?setid=f9277bb8-982d-444d-9325-35d5c53a2d35&type=display
335,DRONABINOL,Less,No,"Given the above information about a drug, answer 'was this drug associated with No Cardiotoxicity, Less Cardiotoxicity, or Most Cardiotoxicity?'
        Now answer with just one word: No, Less, or Most","Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",a7801c70-995d-46a2-91ee-141ef427c6b5,https://dailymed.nlm.nih.gov/dailymed/fda/fdaDrugXsl.cfm?setid=a7801c70-995d-46a2-91ee-141ef427c6b5&type=display
336,DRONEDARONE,Most,Yes,"Given the above information about a drug, answer 'was this drug associated with No Cardiotoxicity, Less Cardiotoxicity, or Most Cardiotoxicity?'
        Now answer with just one word: No, Less, or Most","Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",7fa41601-7fb5-4155-8e50-2ae903f0d2d6,https://dailymed.nlm.nih.gov/dailymed/fda/fdaDrugXsl.cfm?setid=7fa41601-7fb5-4155-8e50-2ae903f0d2d6&type=display
337,DROPERIDOL,Most,Yes,"Given the above information about a drug, answer 'was this drug associated with No Cardiotoxicity, Less Cardiotoxicity, or Most Cardiotoxicity?'
        Now answer with just one word: No, Less, or Most","Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",147e033d-d997-4ef6-8bb5-a9ba372590b2,https://dailymed.nlm.nih.gov/dailymed/fda/fdaDrugXsl.cfm?setid=147e033d-d997-4ef6-8bb5-a9ba372590b2&type=display
338,DROSPIRENONE,Less,No,"Given the above information about a drug, answer 'was this drug associated with No Cardiotoxicity, Less Cardiotoxicity, or Most Cardiotoxicity?'
        Now answer with just one word: No, Less, or Most","Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",db32bc55-f295-4d87-9dbb-0a2f45573dcf,https://dailymed.nlm.nih.gov/dailymed/fda/fdaDrugXsl.cfm?setid=db32bc55-f295-4d87-9dbb-0a2f45573dcf&type=display
339,DROXIDOPA,Less,No,"Given the above information about a drug, answer 'was this drug associated with No Cardiotoxicity, Less Cardiotoxicity, or Most Cardiotoxicity?'
        Now answer with just one word: No, Less, or Most","Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",2179f02c-48d7-48eb-8007-5ae43d8d16bc,https://dailymed.nlm.nih.gov/dailymed/fda/fdaDrugXsl.cfm?setid=2179f02c-48d7-48eb-8007-5ae43d8d16bc&type=display
340,DULOXETINE,Less,No,"Given the above information about a drug, answer 'was this drug associated with No Cardiotoxicity, Less Cardiotoxicity, or Most Cardiotoxicity?'
        Now answer with just one word: No, Less, or Most","Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",b41423b8-dfec-4d79-ba3c-e43a87803d85,https://dailymed.nlm.nih.gov/dailymed/fda/fdaDrugXsl.cfm?setid=b41423b8-dfec-4d79-ba3c-e43a87803d85&type=display
341,DUTASTERIDE,Less,Yes,"Given the above information about a drug, answer 'was this drug associated with No Cardiotoxicity, Less Cardiotoxicity, or Most Cardiotoxicity?'
        Now answer with just one word: No, Less, or Most","Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",960797b3-09b1-4d6a-8ece-8b5d918e93e4,https://dailymed.nlm.nih.gov/dailymed/fda/fdaDrugXsl.cfm?setid=960797b3-09b1-4d6a-8ece-8b5d918e93e4&type=display
342,DUVELISIB,Less,No,"Given the above information about a drug, answer 'was this drug associated with No Cardiotoxicity, Less Cardiotoxicity, or Most Cardiotoxicity?'
        Now answer with just one word: No, Less, or Most","Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",47547f93-489c-4298-aeea-d6a37ca6cb1d,https://dailymed.nlm.nih.gov/dailymed/fda/fdaDrugXsl.cfm?setid=47547f93-489c-4298-aeea-d6a37ca6cb1d&type=display
343,EDARAVONE,No,No,"Given the above information about a drug, answer 'was this drug associated with No Cardiotoxicity, Less Cardiotoxicity, or Most Cardiotoxicity?'
        Now answer with just one word: No, Less, or Most","Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",0ce2c1c4-2a40-485c-b7cb-96a9b85d9d11,https://dailymed.nlm.nih.gov/dailymed/fda/fdaDrugXsl.cfm?setid=0ce2c1c4-2a40-485c-b7cb-96a9b85d9d11&type=display
344,EDETATE CALCIUM DISODIUM,Less,Yes,"Given the above information about a drug, answer 'was this drug associated with No Cardiotoxicity, Less Cardiotoxicity, or Most Cardiotoxicity?'
        Now answer with just one word: No, Less, or Most","Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",710a2c8c-3620-4f6f-b8fc-fb19ab9e9f22,https://dailymed.nlm.nih.gov/dailymed/fda/fdaDrugXsl.cfm?setid=710a2c8c-3620-4f6f-b8fc-fb19ab9e9f22&type=display
345,EDOTREOTIDE GALLIUM GA-68,No,No,"Given the above information about a drug, answer 'was this drug associated with No Cardiotoxicity, Less Cardiotoxicity, or Most Cardiotoxicity?'
        Now answer with just one word: No, Less, or Most","Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",c4d185c3-d520-462d-ba50-4f4ee485ace3,https://dailymed.nlm.nih.gov/dailymed/fda/fdaDrugXsl.cfm?setid=c4d185c3-d520-462d-ba50-4f4ee485ace3&type=display
346,EDOXABAN TOSYLATE,Less,No,"Given the above information about a drug, answer 'was this drug associated with No Cardiotoxicity, Less Cardiotoxicity, or Most Cardiotoxicity?'
        Now answer with just one word: No, Less, or Most","Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",e77d3400-56ad-11e3-949a-0800200c9a66,https://dailymed.nlm.nih.gov/dailymed/fda/fdaDrugXsl.cfm?setid=e77d3400-56ad-11e3-949a-0800200c9a66&type=display
347,EFAVIRENZ,Less,Yes,"Given the above information about a drug, answer 'was this drug associated with No Cardiotoxicity, Less Cardiotoxicity, or Most Cardiotoxicity?'
        Now answer with just one word: No, Less, or Most","Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",04b5c345-c446-43a4-83f0-509bc287e10b,https://dailymed.nlm.nih.gov/dailymed/fda/fdaDrugXsl.cfm?setid=04b5c345-c446-43a4-83f0-509bc287e10b&type=display
348,ELAGOLIX,No,No,"Given the above information about a drug, answer 'was this drug associated with No Cardiotoxicity, Less Cardiotoxicity, or Most Cardiotoxicity?'
        Now answer with just one word: No, Less, or Most","Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",a86757b3-09c5-fd3b-1223-244e94f50a66,https://dailymed.nlm.nih.gov/dailymed/fda/fdaDrugXsl.cfm?setid=a86757b3-09c5-fd3b-1223-244e94f50a66&type=display
349,ELETRIPTAN HYDROBROMIDE,Most,Yes,"Given the above information about a drug, answer 'was this drug associated with No Cardiotoxicity, Less Cardiotoxicity, or Most Cardiotoxicity?'
        Now answer with just one word: No, Less, or Most","Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",85745375-fcb6-4edc-b6db-a77b4a5f3e8c,https://dailymed.nlm.nih.gov/dailymed/fda/fdaDrugXsl.cfm?setid=85745375-fcb6-4edc-b6db-a77b4a5f3e8c&type=display
350,ELIGLUSTAT,Less,Yes,"Given the above information about a drug, answer 'was this drug associated with No Cardiotoxicity, Less Cardiotoxicity, or Most Cardiotoxicity?'
        Now answer with just one word: No, Less, or Most","Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",819f828a-b888-4e46-83fc-94d774a28a83,https://dailymed.nlm.nih.gov/dailymed/fda/fdaDrugXsl.cfm?setid=819f828a-b888-4e46-83fc-94d774a28a83&type=display
351,ELTROMBOPAG OLAMINE,No,No,"Given the above information about a drug, answer 'was this drug associated with No Cardiotoxicity, Less Cardiotoxicity, or Most Cardiotoxicity?'
        Now answer with just one word: No, Less, or Most","Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",7714a0ed-34bb-46e6-a0a5-b363908b22c2,https://dailymed.nlm.nih.gov/dailymed/fda/fdaDrugXsl.cfm?setid=7714a0ed-34bb-46e6-a0a5-b363908b22c2&type=display
352,ELUXADOLINE,No,No,"Given the above information about a drug, answer 'was this drug associated with No Cardiotoxicity, Less Cardiotoxicity, or Most Cardiotoxicity?'
        Now answer with just one word: No, Less, or Most","Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",7821bd40-4c84-4984-951b-6436ae20421a,https://dailymed.nlm.nih.gov/dailymed/fda/fdaDrugXsl.cfm?setid=7821bd40-4c84-4984-951b-6436ae20421a&type=display
353,EMPAGLIFLOZIN,Less,No,"Given the above information about a drug, answer 'was this drug associated with No Cardiotoxicity, Less Cardiotoxicity, or Most Cardiotoxicity?'
        Now answer with just one word: No, Less, or Most","Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",faf3dd6a-9cd0-39c2-0d2e-232cb3f67565,https://dailymed.nlm.nih.gov/dailymed/fda/fdaDrugXsl.cfm?setid=faf3dd6a-9cd0-39c2-0d2e-232cb3f67565&type=display
354,EMTRICITABINE,No,No,"Given the above information about a drug, answer 'was this drug associated with No Cardiotoxicity, Less Cardiotoxicity, or Most Cardiotoxicity?'
        Now answer with just one word: No, Less, or Most","Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",d6599395-3944-44f9-97f2-e0424c6b6a1f,https://dailymed.nlm.nih.gov/dailymed/fda/fdaDrugXsl.cfm?setid=d6599395-3944-44f9-97f2-e0424c6b6a1f&type=display
355,ENALAPRILAT,Less,No,"Given the above information about a drug, answer 'was this drug associated with No Cardiotoxicity, Less Cardiotoxicity, or Most Cardiotoxicity?'
        Now answer with just one word: No, Less, or Most","Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",9d88f915-13dd-5463-e053-2a95a90a09bf,https://dailymed.nlm.nih.gov/dailymed/fda/fdaDrugXsl.cfm?setid=9d88f915-13dd-5463-e053-2a95a90a09bf&type=display
356,ENASIDENIB MESYLATE,No,No,"Given the above information about a drug, answer 'was this drug associated with No Cardiotoxicity, Less Cardiotoxicity, or Most Cardiotoxicity?'
        Now answer with just one word: No, Less, or Most","Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",a5b4cdf0-3fa8-4c6c-80f6-8d8a00e3a5b6,https://dailymed.nlm.nih.gov/dailymed/fda/fdaDrugXsl.cfm?setid=a5b4cdf0-3fa8-4c6c-80f6-8d8a00e3a5b6&type=display
357,ENCORAFENIB,Less,Yes,"Given the above information about a drug, answer 'was this drug associated with No Cardiotoxicity, Less Cardiotoxicity, or Most Cardiotoxicity?'
        Now answer with just one word: No, Less, or Most","Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",235dfc38-0f0b-4037-b501-7a9f4294740c,https://dailymed.nlm.nih.gov/dailymed/fda/fdaDrugXsl.cfm?setid=235dfc38-0f0b-4037-b501-7a9f4294740c&type=display
358,ENFUVIRTIDE,No,No,"Given the above information about a drug, answer 'was this drug associated with No Cardiotoxicity, Less Cardiotoxicity, or Most Cardiotoxicity?'
        Now answer with just one word: No, Less, or Most","Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",6935e846-d5a1-49e5-89a2-f8ebe4d5590d,https://dailymed.nlm.nih.gov/dailymed/fda/fdaDrugXsl.cfm?setid=6935e846-d5a1-49e5-89a2-f8ebe4d5590d&type=display
